route,routeName,tsm_id,street,locality,city,district,state,country,pincode,class,landline,mobile,fax,email,contact_person,latitude,longitude,Sales Rep name,Territory Manager name,id,external_id,name,stage,retailer_created_date,retailer_created_by,retailer_created_by_name,modified_date,modified_by,deleted_date,deleted_by,CF_Collections Due,Profile Completeness,SR_status,Verified (Y/N),Deptt.,Sub_Deptt.,name,Shop_Code,zxc,zxc
275686,Saurabh Dhir Route,171024,B-1/4 Main Road Masoodpur Market,,Delhi,,Delhi,India,,,,9711304747,,,,,,Rahul Jain,Saurabh Dhir,3447621,DELD000533,Shri Balaji Elctronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Shri Balaji Elctronics,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,"1088-C/1 Near Gurudwara , Mehrauli , Delhi -110030",,Delhi,,Delhi,India,,,,9312273576,,,,,,Rahul Jain,Saurabh Dhir,3447622,DELD6002182,Suresh Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Suresh Electronics,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,"13/71, Dakshinpuri, (Near Pushpa Bhawan) New Delhi",,Delhi,,Delhi,India,,,,9811425543,,,,,,Rahul Jain,Saurabh Dhir,3447623,DELD001662,Suvidha Home Collection,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Suvidha Home Collection,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,B 39 A Main Road Kalkaji,,Delhi,,Delhi,India,,,,9811427949,,,,,,Rahul Jain,Saurabh Dhir,3447624,DELD6000840,Thukral Time Centre -P Ltd,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Thukral Time Centre -P Ltd,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,D 79 Malviya Nagar Delhi,,Delhi,,Delhi,India,,,,9810300311,,,,,,Rahul Jain,Saurabh Dhir,3447625,DELD6000797,Unique Enterprises,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Unique Enterprises,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,A-112 Iind Jawahar Park Devli Road Khanpur New Delhi,,Delhi,,Delhi,India,,,,8368899486,,,,,,Rahul Jain,Saurabh Dhir,3447626,DELD001176,Usk Enterprises,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Usk Enterprises,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,Shop No-7 Om Market Mitha Pur Badarpur,,Delhi,,Delhi,India,,,,9818793570,,,,,,Rahul Jain,Saurabh Dhir,3447627,DELD004895,Chanchal Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Chanchal Electronics,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,"J-15,Central Market,Lajpat Nagar-2",,Delhi,,Delhi,India,,,,9810313605,,,,,,Rahul Jain,Saurabh Dhir,3447628,DELD004987,Arvee Sales,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Arvee Sales,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,13/71 Dakshinpuri,,Delhi,,Delhi,India,,,,9811425543,,,,,,Rahul Jain,Saurabh Dhir,3447629,DELD6000781,Suvidha Enterprises,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Suvidha Enterprises,,#N/A,#N/A
275686,Saurabh Dhir Route,171024,C222/4 Ram Singh Netaji Market Badarpur,,Delhi,,Delhi,India,,,,9810225574,,,,,,Rahul Jain,Saurabh Dhir,3447630,DELD6001537,V.K.Enterprises,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,V.K.Enterprises,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"S-20,Masjid Road Jangpura, Bhogal, New Delhi",,Delhi,,Delhi,India,,,,8826601360,,,,,,Sumit Tiwari,Saurabh Dhir,3447631,DELD001130,A.B.Electronics & Electricals,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,A.B.Electronics & Electricals,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,.,,Delhi,,Delhi,India,,,,,,,,,,Sumit Tiwari,Saurabh Dhir,3447632,DELD001501,A.K Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,13,Inactive,,0,,A.K Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"F-143/8, Shaheen Bagh, Jamia Nagar, Okhla",,Delhi,,Delhi,India,,,,9810918953,,,,,,Sumit Tiwari,Saurabh Dhir,3447633,DELD6002398,Akhtar Enterprises,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Akhtar Enterprises,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"F-98,B/1 Abul Fazal Enclave Part-1",,Delhi,,Delhi,India,,,,9871850310,,,,,,Sumit Tiwari,Saurabh Dhir,3447634,DELD6002403,Al Emirate Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Al Emirate Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"A-1/2B, Street No 3, Kalindi Kunj Road",,Delhi,,Delhi,India,,,,9990483080,,,,,,Sumit Tiwari,Saurabh Dhir,3447635,DELD6002387,Alam Power Solution,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Alam Power Solution,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,Shop No 18 Opp 501 Bus Sta Saket,,Delhi,,Delhi,India,,,,9810746850,,,,,,Sumit Tiwari,Saurabh Dhir,3447636,DELD6000052,Allex Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Allex Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,78 Ram Puri Kalka Ji,,Delhi,,Delhi,India,,,,9810139339,,,,,,Sumit Tiwari,Saurabh Dhir,3447637,DELD6001817,Anand Communication,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Anand Communication,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,1089 44 Dda Flats Kalkaji,,Delhi,,Delhi,India,,,,9810307465,,,,,,Sumit Tiwari,Saurabh Dhir,3447638,DELD6000162,Chahat Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Chahat Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,22 B Bhogal Road Jungpura 41,,Delhi,,Delhi,India,,,,9811915770,,,,,,Sumit Tiwari,Saurabh Dhir,3447639,DELD6000181,Cool System,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Cool System,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"A-222/1, Insurance Wali Gali, Andheriya Mod, Chaterpur, New Delhi",,Delhi,,Delhi,India,,,,9716392555,,,,,,Sumit Tiwari,Saurabh Dhir,3447640,DELD003273,Dhingra Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Dhingra Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,A-55 Lr Gr Floor Signature Plaza Malviya Nagar N.D,,Delhi,,Delhi,India,,,,9868125981,,,,,,Sumit Tiwari,Saurabh Dhir,3447641,DELD000984,Electronics Galaxy,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Electronics Galaxy,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"M 12 Kalkaji, New Delhi",,Delhi,,Delhi,India,,,,9810900995,,,,,,Sumit Tiwari,Saurabh Dhir,3447642,DELD6000217,Electronics Plaza,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Electronics Plaza,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"Gaurav Ele & Furniture, Hr-52-A, Sharma Market Pul Pralhadpur",,Delhi,,Delhi,India,,,,9990666443,,,,,,Sumit Tiwari,Saurabh Dhir,3447643,DELD6001910,Gaurav Ele & Furniture,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Gaurav Ele & Furniture,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"22/231, 1St Floor, M.B Road, Khanpur New Delhi",,Delhi,,Delhi,India,,,,9654307503,,,,,,Sumit Tiwari,Saurabh Dhir,3447644,DELD003330,Jmd Manchanda Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Jmd Manchanda Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"H/136 M.B Road, Near Dcb Atm, Lal Kuan",,Delhi,,Delhi,India,,,,9999102329,,,,,,Sumit Tiwari,Saurabh Dhir,3447645,DELD6002438,Laxmi Electronic,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Laxmi Electronic,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"Hr-65,Sohan Lal Marg, 60 Ft Road, Pul Pehladpur, Delhi",,Delhi,,Delhi,India,,,,9311005833,,,,,,Sumit Tiwari,Saurabh Dhir,3447646,DELD002452,Mangla Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Mangla Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,324 B/1 Amrit Puri Garhi,,Delhi,,Delhi,India,,,,9810930324,,,,,,Sumit Tiwari,Saurabh Dhir,3447647,DELD6000559,Om Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Om Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,.,,Delhi,,Delhi,India,,,,,,,,,,Sumit Tiwari,Saurabh Dhir,3447648,DELD6001475,Royal Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,13,Inactive,,0,,Royal Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"1087/1 Mehrauil, New Delhi -110030",,Delhi,,Delhi,India,,,,9958489800,,,,,,Sumit Tiwari,Saurabh Dhir,3447649,DELD6002392,Sawhney Electronic,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Sawhney Electronic,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"K-69, No-5, Abul Fazal Enclave, Main Kalindi Kunj",,Delhi,,Delhi,India,,,,9911096635,,,,,,Sumit Tiwari,Saurabh Dhir,3447650,DELD6002400,Shaheed Electronic Avenue,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Shaheed Electronic Avenue,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,Shop No-7B Vasant Palace Dda Market,,Delhi,,Delhi,India,,,,9810868807,,,,,,Sumit Tiwari,Saurabh Dhir,3447651,DELD6001269,Shiva Electronics(R.K Puram),NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Shiva Electronics(R.K Puram),,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,Shop No-4 Ground Leval G.K.House 187-A,,Delhi,,Delhi,India,,,,9899857199,,,,,,Sumit Tiwari,Saurabh Dhir,3447652,DELD6001486,Sonu Electrical & Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Sonu Electrical & Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,B-37 Main Road Kalkaji,,Delhi,,Delhi,India,,,,9810231288,,,,,,Sumit Tiwari,Saurabh Dhir,3447653,DELD6000785,T.V.Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,T.V.Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,39 Masjid Road Bhogal,,Delhi,,Delhi,India,,,,9873759957,,,,,,Sumit Tiwari,Saurabh Dhir,3447654,DELD6000822,Vijay Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Vijay Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"G-9/244A,Opp. National Hospital, Ratia Marg, Sangam Vihar, New Delhi-110080",,Delhi,,Delhi,India,,,,9312272045,,,,,,Sumit Tiwari,Saurabh Dhir,3447655,DELD004050,Capital Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Capital Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,"B-89,A/2, Main Markit Kalkaji New Delhi -110019",,Delhi,,Delhi,India,,,,9870526681,,,,,,Sumit Tiwari,Saurabh Dhir,3447656,DELD004049,Ac Electronics,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Ac Electronics,,#N/A,#N/A
274709,Sumit Tiwaris Routes,171024,309/9 Street No-9 Amrit Puri -B Garhi East Of Kailash,,Delhi,,Delhi,India,,,,8800110442,,,,,,Sumit Tiwari,Saurabh Dhir,3447657,DELD004874,Sachin Telecom Centre,NA,27-03-2018 14:57,169480,Maneesh Kumar,27-03-2018 14:57,Maneesh Kumar,,,,20,Inactive,,0,,Sachin Telecom Centre,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"J-14, Community Center, Rajouri Garden, Delhi, Delhi, 110027",,West Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3447793,ISON85,Hotel Aavaa Surya Continental,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Hotel Aavaa Surya Continental,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"Bikaneer House, Pandara Road New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3447809,ISON111,Palace On Wheels,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Palace On Wheels,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"23, Freinds Colony West, New Delhi , New Delhi, Delhi, 110065",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447827,ISON143,The Mantra,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,The Mantra,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Shop No. 16, F.F. & S.F., Defence Colony Market, N.A., New Delhi, Delhi, 110024",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447861,ISON255,Bonne Bouche,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Bonne Bouche,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Property No. D-14, 3Rd Floor, South Extension, Part 2, New Delhi, Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447883,ISON327,Circus - A Unit Of Urban Palette Restaurants Llp,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Circus - A Unit Of Urban Palette Restaurants Llp,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"N 49, Ff, Connaught Place, New Delhi, Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3447910,ISON409,F Bar & Lounge- Unit Of Bravo Hotels P Ltd,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,F Bar & Lounge- Unit Of Bravo Hotels P Ltd,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Fourth Floor 1A/1, Hauz Khas, Second Floor Third Floor & Village New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447932,ISON476,Imperfecto Restaurant,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Imperfecto Restaurant,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Shop No 10, Ground, First And Second Floor, Defence Colony Main Market, Delhi, Delhi, 110024",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447937,ISON490,Jugaad Bar & Birsto Unit Of Snm Hospitality,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Jugaad Bar & Birsto Unit Of Snm Hospitality,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"9-A & 12 Ground Floor, Hauz Khas Village, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447965,ISON594,Mocha,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Mocha,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"28-A 1St & 2Nd Floor, Defence Colony Market New Delhi , New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447967,ISON596,Mocha Restaurant(Unit Of Impre,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Mocha Restaurant(Unit Of Impre,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Shop No 8, Ff, Sf, Sunder Nagar Market, New Delhi, Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447990,ISON645,Number 8-A Unit Of The Numbers Hospitality,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Number 8-A Unit Of The Numbers Hospitality,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"M-20, Connaught Place, New Delhi , New Delhi, Delhi, 110001",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3448010,ISON694,Pizza Hut Restaurant (Cp),NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Pizza Hut Restaurant (Cp),,#N/A,#N/A
275688,Manmohan Singh Route,169482,"K-43, Ff, Connaught Place, New Delhi, Delhi, Delhi, 110001",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3448037,ISON807,Taphouse Cafe - A Unit Of R.J Taphouse P Ltd,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Taphouse Cafe - A Unit Of R.J Taphouse P Ltd,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"First Floor, M-89-90,Outer Circle,, Connaught Place,New Delhi, Delhi, Delhi, 110001",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3448064,ISON863,The Imperial Spice A Unit Of Dream Square Hospitality Llp,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,The Imperial Spice A Unit Of Dream Square Hospitality Llp,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"First Floor P-15/90 Outer Circle, Cp New Delhi, Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3448072,ISON881,The Sports Club Lounge & Bar A Unit Of M/S Sports Club Enter,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,The Sports Club Lounge & Bar A Unit Of M/S Sports Club Enter,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Property No. 31, Ff & Sf, Defence Colony Market,, New Delhi, Delhi, Delhi, 110024",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3448076,ISON890,Thirtyone - A Unit Of French Cafe P Ltd,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Thirtyone - A Unit Of French Cafe P Ltd,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"M-20, Ground Floor, Mezzanine, G.K Part- Ii, M Block Market, New Delhi, Delhi, Delhi, 110048",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3448093,ISON938,Yeti The Himalayan Kitchen,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Yeti The Himalayan Kitchen,,#N/A,#N/A
275958,Victor Joseph Route,171027,"4, New Delhi Airport Express Metro Mall, Opp. New Delhi Railway Station, Ajmeri Gate, New Delhi, Delhi 110003",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455960,,NDMSIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,NDMSIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"First Floor, Aditya Mall, Next To Cross River Mall, Cbd Shahdara, Vishwas Nagar Extension, Vishwas Nagar, Shahdara, New Delhi, Delhi 110032",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455961,,KKDIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,KKDIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"1St Floor, Bigjos Tower, Netaji Subhash Place, Netaji Subash Place, Shakurpur, New Delhi, Delhi 110034",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455962,,NSPIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,NSPIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"Gtb Nagar Metro Station, Outram Lines, Inderlok, Delhi, 110009",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455963,,InderlokIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,InderlokIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"Rajouri Garden, Dda Market, Block J, Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi 110027",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455964,,RajouriIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,RajouriIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"2, Ground Floor, Parsvnath Mall, Seelampur Metro Station, Seelampur, Shahdara, Delhi, 110053",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455965,,SeelampurIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,SeelampurIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"23 A, Nn Tower,, Community Center Road No 44, Pitampura, Saint Nagar Delhi, Rani Bagh, Pitampura, , New Delhi, Delhi 110034",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455966,,PitampuraIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,PitampuraIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"2, Community Center, Near Sapna Cinema, East Of Kailash, D Block, East Of Kailash, New Delhi, Delhi 110065",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455967,,EoKIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,EoKIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"Pocket 7, Sector 12 Dwarka, Dwarka, New Delhi, Delhi",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455968,,DwarkaIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,DwarkaIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"2, Local Shopping Centre, Near Nirankari Colony, Dr. Mukharjee Nagar, Nirankari Colony, Gopalpur Village, New Delhi, Delhi 110009",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455969,,Mukherjee NagarIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,Mukherjee NagarIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"29, District Center, Opp. Janakpuri Authority, Nd-58, Janakpuri, Janakpuri District Center, Janakpuri, New Delhi, Delhi 110058",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455970,,JPDCIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,JPDCIT_3,,#N/A,#N/A
275958,Victor Joseph Route,171027,"Bhagawan Mahavir Marg, Pocket 19, Sector-24, Rohini, Delhi, 110086",,Delhi,,Delhi,India,,,,,,,,0,0,Victor Joseph (D#172301),Rahul Hangloo,3455971,,RohiniIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,RohiniIT_3,,#N/A,#N/A
,,171027,"38, Bungalow Rd, Block Ua, Jawahar Nagar, Kamla Nagar, Delhi, 110007, India",,Delhi,,Delhi,India,,,,,,,,0,0,,Rahul Hangloo,3455972,,Bunglow RoadIT_3,NA,30-03-2018 12:53,169480,Maneesh Kumar,30-03-2018 12:53,Maneesh Kumar,,,,13,Inactive,,0,,Bunglow RoadIT_3,,#N/A,#N/A
